,SP.ADO.TFRT,NV.AGR.TOTL.ZS,ER.H2O.FWTL.ZS,SH.STA.BRTC.ZS,EN.ATM.CO2E.PC,SP.DYN.CONU.ZS,FS.AST.DOMS.GD.ZS,EG.USE.ELEC.KH.PC,EG.USE.PCAP.KG.OE,NE.EXP.GNFS.ZS,DT.DOD.DECT.CD,SP.DYN.TFRT.IN,BX.KLT.DINV.CD.WD,AG.LND.FRST.K2,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GNP.PCAP.CD,NY.GNP.PCAP.PP.CD,NY.GNP.ATLS.CD,NY.GNP.MKTP.PP.CD,NE.GDI.TOTL.ZS,TX.VAL.TECH.MF.ZS,SH.IMM.MEAS,NE.IMP.GNFS.ZS,SI.DST.FRST.20,NV.IND.TOTL.ZS,NY.GDP.DEFL.KD.ZG,TG.VAL.TOTL.GD.ZS,MS.MIL.XPND.GD.ZS,IT.CEL.SETS.P2,SH.DYN.MORT,TT.PRI.MRCH.XD.WD,SM.POP.NETM,DT.ODA.ALLD.CD,BX.TRF.PWKR.CD.DT,EN.POP.DNST,SP.POP.GROW,SP.POP.TOTL,SI.POV.DDAY,SI.POV.NAHC,SH.DYN.AIDS.ZS,SH.STA.MALN.ZS,SE.PRM.CMPT.ZS,GC.REV.XGRT.GD.ZS,SE.PRM.ENRR,SE.ENR.PRSC.FM.ZS,SE.SEC.ENRR,IQ.SCI.OVRL,AG.SRF.TOTL.K2,GC.TAX.TOTL.GD.ZS,ER.PTD.TOTL.ZS,IC.REG.DURS,DT.TDS.DECT.EX.ZS,SP.URB.GROW,SP.DYN.LE00.IN
IDA total - 2013 [YR2013],94.7880057771723,21.2676221566044,,,0.486707480943508,,,313.449603481686,474.450572407421,21.1403285484875,,4.31903874950528,53075549718.805,6690875.754,2032823933865.96,5.2335130555557,1274.08226781881,3208.61308016633,1925109619437.88,4848142118999.21,22.3383839520352,3.27344188431896,71.6424918537414,27.1160679199022,,24.740850257597,3.62715299628488,40.085725938516,1.54873929001689,62.6113870810195,82.2964619595661,,-5581008,68135270266.533,103933877202.749,60.38198204816,2.171338835971,1510977484,29.7,,1.59007012323428,,71.6654510498047,,99.7446670532227,0.92467999458313,46.5561790466309,,25571664.412,,,28.5835616438356,,3.44237630870528,Class 60.0-64.0
Iceland - 2013 [YR2013],8.671,5.84540562348503,0.171235294117647,98.1,6.27555874031702,,,54799.174707503,18178.139014838,53.2477515083307,,1.93,472607545.774898,467.64,16125060515.3117,4.55246032015108,46960,42100,15205106971.0956,13631427233.6515,15.4696419220461,15.7350976267997,91,45.5417720940414,9.9,21.0635239177549,2.12454183861853,62.1268986276814,,109.9498803,2.6,76.29219535,1648,,207340817.940198,3.22956608478803,0.945885900369151,323764,0,7.9,0.1,,102.473503112793,33.6452202318661,98.115837097168,1.01831996440887,118.244789123535,,103000,21.6567855014887,,4.5,,0.981212499912214,Class 80.0-84.0
India - 2013 [YR2013],33.962,17.1484235435488,44.7786998616874,,1.52767486496848,,,758.110675158719,600.966036887893,25.4308613005206,427245079805.9,2.406,28153031270.3203,702952,1856722121394.42,6.38610640094825,1500,4950,1941116422300.22,6396857208684.85,34.0232020837521,8.86996677961836,83,28.4132706461605,,28.4048995601154,6.18650397929852,42.0227125539942,2.54882567900998,68.6455143,49.1,92.44597165,-236387,2456340087.89063,69970360846.7858,434.258174889597,1.29754883539168,1291132063,,,0.3,,96.2008895874023,12.6089934124701,103.445571899414,1.03569304943085,68.7591247558594,73.3333333333333,3287260,11.0016256942924,,32.6,8.08000121217609,2.45726439138516,Class 65.0-69.0
Indonesia - 2013 [YR2013],43.219,13.3566991621949,10.012833135186,87.4,1.76859293823584,62,43.4292637347276,769.496766763274,858.805727435958,23.9235763793605,263643619361.9,2.427,23281742361.5305,968804.2,912524136718.018,5.5572636889101,3710,9710,939754625213.983,2459271038444.92,33.8313567879018,9.56618273182515,87,24.7137962959288,7,42.6356774375889,4.96599029131677,40.4571216414938,0.918769839183066,123.6702315,30,121.8435134,-36670,69470001.2207031,7614419340.02844,134.899256944936,1.21281780987831,253275918,11.2,11.4,0.3,19.9,101.145629882813,15.0049455622559,106.841590881348,0.984489977359772,82.6376419067383,80,1910930,11.2853014633987,,76.9,19.9652408135031,2.5283330144614,Class 65.0-69.0
"Iran, Islamic Rep. - 2013 [YR2013]",40.234,8.77490977276026,72.3346303501945,98.8,7.43956251862121,,,2759.48200566798,2816.31102581468,25.1829067419072,7013042464.9,1.961,3049945000,106919.8,492775565649.562,-1.52197920494163,7340,16040,576249018234.551,1258586972971.48,34.9452115156879,1.54772070297107,98,21.9038111775683,6.8,42.7788684660118,36.775631886208,27.8698883575868,2.24453479107932,83.15971256,16.8,191.1483493,23351,131610000.610352,,48.1709570470788,1.45650590321443,78458928,0.3,,0.1,,,,115.066497802734,0.97680002450943,83.8313980102539,70,1745150,,,73.5,0.402816023546482,2.20624875982667,Class 70.0-74.0
Iraq - 2013 [YR2013],83.891,4.76843971585529,118.864975649432,,3.92039299020907,,,1334.17695832793,1391.03193750035,39.6635365352026,,4.378,-2335300000,8250,234637675128.645,7.62857118471159,6590,14450,233719661734.419,512778423816.27,20.2677398214538,,73,27.7464818743646,,57.69152678908,-0.011597877780062,67.4103167418787,3.31583096149399,91.45533767,31.7,236.3137481,491588,1541540039.0625,727000000,81.7311944864188,4.6654185971967,35481800,,,,,,,,,,50,435052,,,27.5,,4.89990602927568,Class 65.0-69.0
Ireland - 2013 [YR2013],9.655,1.08291770866774,2.15260770979592,99.8,7.72290679386896,,,5698.75617887909,2814.9826896226,104.008518157505,,1.93,70811172728.4365,7409.54,238340859896.937,1.12568964599835,43580,40340,201525381068.911,186542815336.749,18.7864806251603,24.984525415739,93,85.2336280146594,7.3,23.8749141106254,1.05031884587814,79.2021141828673,0.501402211425379,106.3624033,3.9,92.77615275,-12015,,722434618.49893,67.1188271156917,0.526556158855653,4623816,0.7,,0.2,,97.8153762817383,32.638610968069,101.958343505859,,,,70280,22.9092892968115,,16,,0.84731741369742,Class 80.0-84.0
Isle of Man - 2013 [YR2013],23.422,0.596599796488864,,,,,,,,,,1.853,,34.6,7000748788.49461,4.14171855067138,87680,,7377533337.7917,,,,,,,9.01203314860131,1.53580275813276,,,,,,-276,,,147.621052631579,-0.230291764982335,84144,,,,,,,,,,,570,,,,,-0.134502077702627,Class 75.0-79.0
Israel - 2013 [YR2013],10.263,1.51936756956265,163.066666666667,,8.31348098517278,,,6710.09367826788,2870.0987654321,33.2367754445811,,3.03,11842200000,1606,297732778479.129,4.41550158737924,35080,33630,282746110512.892,271043423918.224,22.1306258491542,19.034818930691,98,31.4074330316471,5,20.5112808006837,1.80352515595645,46.2525492501839,5.55223016030984,122.9506712,4.1,100.6276724,10650,,764800000,372.435304990758,1.86605289478673,8059500,0.5,,,,102.85440826416,31.2854450377743,105.636016845703,1.01078999042511,102.693222045898,,22070,22.5582539269379,,12,,1.9432218377876,Class 80.0-84.0
Italy - 2013 [YR2013],5.954,2.14458980749233,18.6211111111233,99.9,5.75187766207853,65.1,,5159.18365503785,2579.47254262663,28.6332430796987,,1.39,19531411961.8185,91894.64,2141924094298.56,-1.84106545088248,35570,36250,2142306332319.66,2183586713124.53,16.892393762138,7.77047173514885,90,26.2343363170751,6.2,21.1724585185577,1.14761015891955,46.5803154582252,1.39902041932938,160.6017791,3.7,96.8993313,154366,,9436137008.11936,203.687120838096,1.1592511168095,60233948,1.4,19.4,0.3,,100.359329223633,40.2424105936235,101.89729309082,0.993749976158142,102.408988952637,,302069,25.1389039339171,,12.5,,1.58783518674393,Class 80.0-84.0
Jamaica - 2013 [YR2013],50.954,5.97047963265033,14.0474650549755,99.7,2.66929522571795,,,1044.30771161385,1037.76564306962,30.5758831810158,12896250612.8,1.636,544747561.767059,5698.56,14264202737.3082,0.5176860128024,5170,8500,14330830952.7358,23571567007.3424,21.2598876053002,3.56695237646044,94,52.6836888029853,,18.0990659844033,8.41581565660749,54.5771827796461,0.899069667317069,102.6348215,15.9,82.78405981,-11329,71589996.3378906,2171887541.09194,256.059926131117,0.481191238304142,2773129,,,1.4,,81.3819274902344,27.7201651561805,,,,78.8888888888889,10990,24.0092921973108,,6,26.2722239661122,0.88313681669153,Class 70.0-74.0
Japan - 2013 [YR2013],4.371,1.06671782970179,18.686578073093,,9.90839185531013,,334.474345027311,7988.58331044764,3567.62935383891,15.7841567318773,,1.43,10648441636.2071,249528,5212328181166.18,2.0051001767726,48850,40760,6225972813842.22,5194308150190.67,24.4176240405457,17.7272091325285,95,18.1946119190738,7.7,26.6507450551464,-0.354375054330276,29.7038664141366,0.950866049718239,115.827725,2.9,59.01942646,134721,,2363853398.35665,349.643347050754,-0.144271883387076,127445000,0.7,,,,,,100.261131286621,1.00559997558594,101.55500793457,,377962,,,11.7,,-0.058733180126223,Class 80.0-84.0
Jordan - 2013 [YR2013],33.087,3.58301858520834,132.111436950147,,3.09347308459958,,,2052.9411107273,1004.23519009036,41.2956035259335,23003169930.4,3.436,1946597204.0421,975,34454440180.6582,2.60994741393463,4240,10220,32620735715.3562,78636175092.3154,22.352441108672,1.67955762560129,97,70.1559243429093,,25.6406598117077,6.14362403844105,85.5303404887221,4.24149005438077,134.0380157,18.5,77.88197482,776237,1400329956.05469,5342816901.40846,86.6728317188556,6.48192864156847,7694814,,,,,73.8299713134766,20.9286380292736,75.3979568481445,0.998369991779327,71.0588531494141,74.4444444444444,89320,14.9305149790259,,12.5,6.17182141088357,7.54223486890481,Class 70.0-74.0
Kazakhstan - 2013 [YR2013],35.086,4.50354556962711,35.011655011655,99.99,15.2629815143637,,,5345.46842658626,4786.59275535027,38.6170377152797,149998053097.5,2.64,10011293285.3074,32179.455,236634552078.102,5.99999999925561,11840,21900,201747227502.246,373088584433.754,24.5696053585629,38.5350968958106,99,26.7905716146741,9.8,33.6988156382046,9.49908144096337,56.4186416681601,1.0780847536843,175.0568958,14.6,220.6186329,8121,90760002.1362305,341405870.661708,6.31016446271808,1.43944535624798,17035551,0,,0.2,,109.317260742188,20.5323161254745,111.893402099609,1.01269996166229,102.873817443848,94.4444444444444,2724902,16.0301777646187,,18,33.1103784771844,1.56749440449158,Class 70.0-74.0
Kenya - 2013 [YR2013],90.858,18.6165515854622,15.551690821256,,0.314868372219125,,,163.599298880559,476.249235137557,17.7921805531655,13775500738.7,3.952,1118825000.19331,35599.82,61671425370.0235,3.7978483925754,1130,2780,50624918968.6032,124600115565.074,22.4049681039862,4.0687806342066,94,29.6724619595649,,19.0802591143975,7.3375622336044,36.0199231114212,1.56190991610693,71.06121963,50.1,96.26545117,-57630,3306840087.89063,1304277230.82376,78.7018448887796,2.40993136403743,44792368,,,5.3,,,,,,,52.2222222222222,580370,,,34,4.73075851407227,4.11020295604234,Class 60.0-64.0
Kiribati - 2013 [YR2013],43.988,23.1182421634075,,,0.563934657711961,,,,,11.9863337966506,,3.689,838137.953237839,11.8,184550782.004248,4.16157447719831,2840,3010,321289323.12236,340503758.311901,31.8797516396148,,91,93.8089859838238,,14.5166530042996,0.205063641682671,56.3530530028348,,17.65053702,60.7,107.757112,-955,64989997.8637695,17254064.883029,139.89012345679,1.50539234360214,113311,,,,,,77.2093571956557,108.601196289063,,,35.5555555555556,810,18.0946024094243,,31,,3.21336590718728,Class 65.0-69.0
"Korea, Dem. People's Rep. - 2013 [YR2013]",1.725,,12.9220895522388,,1.10508359411769,,,617.275087064665,433.895949730698,,,1.86,119742643.9,61787,,,,,,,,,99,,,,,,,9.679295734,24,72.411948,-2936,109099998.474121,,207.639058217756,0.457206407016513,25001819,,,,,,,,,,,120540,,,,,0.75312062827103,Class 70.0-74.0
"Korea, Rep. - 2013 [YR2013]",3.226,2.09904711367279,45.0223592906708,,11.8900369278382,,,10384.6221649164,5231.6754603358,51.2920711097027,,1.187,12766600000,63570,1370795199976.18,3.16470863647184,26980,34460,1360356680288.78,1737909546523.48,29.8853272856136,29.815779383274,99,46.6600338441855,,34.447829188741,1.01854380505277,78.437391670082,2.50300902333872,109.1472515,3.7,51.85720989,288205,,6475400000,517.612269825303,0.455218622164662,50428893,,,,,103.185897827148,26.1151297314913,98.0634918212891,0.997399985790253,99.3650512695313,,100266,13.6306234375615,,8,,0.367213427358424,Class 80.0-84.0
Kosovo - 2013 [YR2013],11.703,8.43161126110458,,,,,26.5469208286896,2917.30400188767,1296.69597721159,23.0038577636014,2220795034,2.098,371492237.256819,,6735731172.79851,5.34090817463415,3800,8580,6903617860.25604,15607262099.387,29.9978585507713,,,52.0996258971016,9.7,27.1872162974146,0.353023231799625,,0.687148341725147,,16.3,,-40468,568549987.792969,1058396182.16133,,0.607467946683114,1818117,0.4,17.6,,,,,,,,30,,,,29,7.98305165272547,,Class 75.0-79.0
Kuwait - 2013 [YR2013],8.318,0.355117518793491,,98.7,23.9575397680746,,,14694.5661587301,9580.12657554412,70.8615345368996,,2.153,1433630444.12308,62.5,174161142454.161,1.14930043706521,51310,81230,187100390066.186,296212687021.712,14.3514853589947,1.65997572529091,99,26.7451677494984,,73.0987344129932,0.22286798668712,82.9134432429478,3.27151838115016,175.7841316,9.6,198.0252051,190228,,4224467.04277571,204.63063973064,7.15682472094729,3646518,,,,3.1,100,,103.961952209473,1.03312003612518,95.0665130615234,,17820,,,32.4,,7.15682472094729,Class 75.0-79.0
Kyrgyz Republic - 2013 [YR2013],46.479,14.6378725497812,15.7510729613734,99,1.63988740471362,,,1887.02007133366,690.317679558011,42.250153956658,6815197401.3,3.1,612016900,12429.58,7335027591.91628,10.9154694543144,1190,3810,6829130111.08223,21790220340.6309,33.8988355585277,5.43346578761496,99,91.7766316872636,9.3,24.843594671242,3.17518813463819,110.810762442907,1.62236082169272,117.7972956,24.7,116.0852413,-37188,539450012.207031,2277998114.2017,29.8206465067779,1.98473866725772,5719600,2.6,37,0.2,,99.3465118408203,,105.020942687988,1.00051999092102,89.027702331543,84.4444444444444,199949,,,10,10.0768889329492,2.24975812394332,Class 70.0-74.0
Lao PDR - 2013 [YR2013],84.443,17.9304984280315,3.73792016806723,,0.630353375423551,,,,,38.1731033982191,8190455762.9,2.872,681397257.103792,168370,11983252611.2727,8.02630022637751,1600,4960,10544290599.4395,32738513911.9639,30.6473220372104,9.813602077611,78,60.0060432178517,,30.4277075543384,6.4739720842641,44.6039165941634,0.189895181780941,69.88020438,59,98.81122981,-25256,423329986.572266,170436768.074149,28.5994020797227,1.40264986092754,6600742,,,0.3,,99.3238372802734,,119.938468933105,0.914771437644959,53.2062530517578,72.2222222222222,236800,,,88,10.8941538865187,3.32869546262147,Class 65.0-69.0
Late-demographic dividend - 2013 [YR2013],27.6643865115858,6.7574740236614,,,6.46880006746974,,,3578.82053199529,2232.99986631727,31.0946338690488,,1.76118266273888,663512293512.432,17553074,19029336453893.2,5.61384717976591,8266.5497215021,13937.117649843,18417360311289.8,31051034120115.7,34.8492495514783,21.9438423809024,98.227800152783,27.4585976054584,,37.7038267682685,2.08165113081387,50.6173354578513,2.10268658966272,105.492296388357,13.6765393520598,,999874,13465340082.1686,114618973075.552,49.9964111283542,0.730121139850041,2227938007,,,,,95.4497222900391,16.9827324792701,101.753868103027,1.00612998008728,89.9776306152344,,45820582.2,11.7026547293277,,19.0375,,2.31076753210489,Class 75.0-79.0
Latin America & Caribbean - 2013 [YR2013],71.1100736834533,4.68665746871491,,,2.87792272558039,,,2155.93067241301,1399.21596009464,21.489650782231,,2.11173662508856,342222248211.618,9514546.24,6303808500006.79,2.85444719223247,10220.7411481639,14491.0856427318,6220774807320.13,8819886854606.26,22.0696523740565,61.1743402679916,91.8775934951077,23.3577864298408,,27.5488875973451,2.52167728692694,36.7403434427483,1.32972826263201,116.169353512972,19.4,,-535370,10294329924.4642,62263105967.8358,30.3720362123719,1.0799569075198,608642242,4.5,,0.456648595360553,3.45009875297546,100.525756835938,23.9049969645296,109.772613525391,1.01582002639771,94.6730575561523,,20425479,13.3201693861487,,35.6515151515151,,1.41968975273923,Class 70.0-74.0
Latin America & Caribbean (excluding high income) - 2013 [YR2013],70.5917134375124,4.83783919058079,,,2.63543501229227,,,2021.67485592851,1291.41249897465,19.270352044749,1444072059030.8,2.10993807872791,174584127648.83,8797491.86,5386387130140.32,2.87133058491244,9815.19696581112,14116.2620272061,5375798326719.73,7731498211367.83,21.4643402829361,14.2109787245864,92.3265145606559,21.2381924560446,,25.9124393560792,3.22674767940568,34.8831778073674,1.26953517403783,115.849606585501,19.791636434018,,-465252,10065419925.6897,60890999328.3691,30.1978886899104,1.09068722324909,547701523,,,0.45245980619678,,100.837646484375,23.9664108371924,110.625442504883,1.01548004150391,94.716682434082,,18474261,12.9642349974472,,38.6521739130435,17.0058216837505,1.46907713962318,Class 70.0-74.0
Latin America & the Caribbean (IDA & IBRD countries) - 2013 [YR2013],71.5621923259357,4.78278514726025,,,2.90039370784868,,,2169.10604506877,1403.81956322811,20.6747108912079,,2.12351480264031,201750927487.82,9473145.2,6091229380317.18,2.95751428452449,10204.010116566,14478.0449860912,6045953738418.46,8578351962483.77,22.4324048966394,61.2773729098599,91.7911530824096,22.8551225189594,,27.3184830131426,3.22674767940568,36.8280663875309,1.30158281164111,118.254349884698,19.5142142649045,,-471760,7593969978.21331,61860183032.0626,29.7538700624778,1.11276796637981,592507619,,,0.456626099761666,,100.617866516113,23.9271270464015,110.01815032959,1.01595997810364,94.7669906616211,,20289997,13.3149379118907,,37.6333333333333,,1.46262294198272,Class 70.0-74.0
Latvia - 2013 [YR2013],19.033,3.1736633813955,1.39315230224321,98.4,3.7027854362936,,,3472.54138455477,2156.16200953272,60.3951732405058,,1.52,989283879.359479,33837.12,30204783461.8488,2.00796687876637,14850,22590,29877933906.6182,45461971554.5265,24.2855491293907,15.417807096312,96,64.7626819804466,6.5,20.1007604286956,1.71841948890339,107.042647866812,0.931786712799997,125.917678,6.1,103.2123828,-12505,,1604442120.94207,32.3436289713468,-1.07103480329077,2012647,1.2,21.2,0.4,,99.4163284301758,39.578604651324,100.386268615723,0.980449974536896,114.776809692383,,64594,21.7488071672952,,12.5,,-1.02987012367514,Class 70.0-74.0
Least developed countries: UN classification - 2013 [YR2013],105.761027336738,21.2083254551877,,,0.274717125765911,,,198.755657560919,362.171870769096,25.7525594769572,,4.37603461188874,25245934514.69,5623823.468,912226234347.444,5.61791456310212,972.348210445515,2475.76752382481,882050085557.398,2245852805353.89,27.7319806419929,,74.8052197429428,34.0451771014736,,28.6530939340453,4.4879682733707,48.3381319165544,2.21511356677885,55.1947317558933,78.7141529649272,,-970114,47812710323.3338,37507853902.9388,44.4705570927491,2.45758233058136,907133963,,,1.63036204818694,,68.9051513671875,18.236904867143,104.229339599609,0.920650005340576,43.0842590332031,,20815112.412,11.0496563726444,,31.075,,4.16120917912717,Class 60.0-64.0
Lebanon - 2013 [YR2013],21.938,3.95539915601611,34.7666666666667,,4.0931695513758,,,2880.51227264107,1245.21298410541,26.6467547461997,62103209067.3,2.172,2661087127.6,1391.38,46880103080.6634,3.8278734984476,7970,15510,45235053527.5347,88090342201.6493,27.6124294373041,2.6743372631144,82,59.5275738451689,,16.3437962272043,2.57845109240891,58.0075516327453,4.16539813900342,68.40743516,10,98.79274616,733504,621599975.585938,7566589339.8,555.117399804497,9.22649612823576,5678851,,,0.1,,,18.5055202422379,,,,66.6666666666667,10450,14.0661144534552,,15,55.7593971706359,9.40207201217122,Class 75.0-79.0
Lesotho - 2013 [YR2013],90.941,5.06436295231027,0.837476099426386,,0.293451253870051,,,,,37.2019977243828,925015906.5,3.334,50429031.3406278,345.2,2367113170.00373,1.79253144466578,1430,2880,2956474307.38706,5971898849.87869,32.6667422158549,,90,95.2419610733946,,29.023241637739,10.2798987426999,127.666054935398,1.82338856129187,86.32341646,85.1,76.63719228,-6452,320670013.427734,462918822.817845,68.3115612648221,0.931108535565663,2073939,,,24.8,,82.9818496704102,42.3694818251021,117.203941345215,1.04997003078461,60.4105911254883,73.3333333333333,30360,35.9075235750563,,29,3.22143569932271,2.46378866535774,Class 45.0-49.0
Liberia - 2013 [YR2013],142.455,39.5299619498073,0.07295,61.1,0.206854586517827,20.2,,,,,530778149.7,4.749,1998675365.66,78292.6,3177198100,8.68728781639683,620,1210,2746234075.81309,5334913744.81698,,,74,,,19.5182541497806,4.71530813283255,53.7895323555683,1.08123677293918,57.61452999,92,151.31991,-21995,535929992.675781,412747709.29606,45.9646283222591,2.18235448876975,4427313,,,1.5,15.3,,,,,,47.7777777777778,111370,12.4614265223185,,6,0.936034686648516,3.00639883426674,Class 55.0-59.0
Libya - 2013 [YR2013],7.573,2.41548515289585,817.142857142857,99.9,9.79253731817087,,,2450.53607878473,3243.82307687552,59.8886075843687,,2.716,702000000,2170,75350633010.9303,-17.9979615745681,12120,23090,72520480583.093,138218258869.589,21.6855173162296,,96,46.4457533337369,,65.1237589148371,0.0853923422682783,96.9042954017495,7.63933084825893,171.0095584,14.4,236.6311314,25760,128830001.831055,0,3.40158280005001,1.94607768885519,5985221,,,0.1,,,,,,,27.7777777777778,1759540,,,35,,2.256390947143,Class 70.0-74.0
Liechtenstein - 2013 [YR2013],3.203,,,,5.22998967559637,,,,,,,1.45,1154916692.2121,66.997,6391735893.83968,,,,,,,,,,,39.3045826652038,,,,104.4041732,,,195,,,230.0375,0.821163785495365,36806,,,,,,,,,,,160,,,,,0.589299300680763,Class 80.0-84.0
Lithuania - 2013 [YR2013],14.609,3.54492086525905,2.89262613195343,100,3.83055825003914,,,3663.6711973436,2356.64500222978,78.668573312647,,1.59,768657971.982437,21802,46523420074.4372,3.55007284270485,15340,26130,45363126790.4767,77288358779.9173,19.5257637649991,11.0225072949695,93,77.2182175559891,6.7,27.3948936716951,1.28133222727746,144.88186786817,0.762907482084214,150.7823485,5.1,94.37229186,-22781,,2059903380.92753,47.1908895093738,-1.01200736818103,2957689,0.7,19.1,0.1,,101.388000488281,29.0966339998575,101.754577636719,0.966830015182495,108.994407653809,,65300,15.6012146391986,,8.5,,-0.829714261085855,Class 70.0-74.0
Low & middle income - 2013 [YR2013],55.7598334841744,9.08254424009032,,,3.31585541840728,,,1859.37575144322,1291.31081462875,26.1734042689252,6383428832049.5,2.66827597088296,742275255447.647,30092788.074,27200540773585.9,5.39410612148772,4447.72098812056,8721.05534978441,26692234819458.2,52337918203880.8,32.7621663508464,20.0494231884081,83.2007288648606,25.9261930355381,,35.0512593553998,3.58692060763677,45.2197723608158,1.90736762162278,86.8863493898646,50.2715629397762,,-3677312,150384625000,381144833977.438,63.9423685495236,1.37069581244296,6001328521,14,,1.01125775766746,16.6668186187744,88.0485763549805,17.096881711146,104.170799255371,0.990360021591187,70.4564819335938,,96254136.712,11.9286708596772,,30.77,9.20475960634539,2.56180242884514,Class 65.0-69.0
Low income - 2013 [YR2013],111.705567099279,25.3263238366824,,,0.216227346642555,,,,,21.3387113382917,136906344295.9,5.18814807487118,21257596234.5942,3915474.26,439350055197.637,5.16241635409767,729.138229137377,1627.72027441941,415432286658.901,927406530916.796,26.0284056235081,5.3891087921245,71.107572853109,36.3801350607522,,22.9696739074661,4.32935157519914,42.9775079556054,1.58581910934155,47.7798531776828,85.9,,-384986,34682150024.4141,12503661331.5107,36.2109235665703,2.8448992484555,569757928,43.7,,2.38673608070169,22.3580265045166,62.5592002868652,,99.7926483154297,0.878019988536835,38.7717704772949,,16027457.412,,,27.2321428571429,4.9237203628858,4.01677625744811,Class 60.0-64.0
Lower middle income - 2013 [YR2013],54.5582983483384,15.1291617972785,,,1.53329480693463,,,776.489649137113,692.225229250178,26.8595563458602,1582515670872.3,2.87975416235006,113204799727.103,6444312.394,6446886712489.79,4.99222556324864,2141.62855586869,5948.13853748147,6516844250914.17,18099820496605.2,28.8625749538979,8.77482713777325,80.6255792147309,29.3088021922709,,32.3280816825395,4.30879343709354,45.4675923926353,2.02018916486097,81.1480675904546,56.7,,-2834371,54008050247.1924,258453787467.053,122.481109919807,1.54291403208143,3042938624,17.5,,0.646549277417472,22.1956233978271,90.2571487426758,15.825762966529,106.15064239502,1.00859999656677,65.4894714355469,,25629227,11.8531799090785,,34.3722222222222,10.782511643033,2.72320257077578,Class 65.0-69.0
Luxembourg - 2013 [YR2013],5.806,0.261907196956465,4.31,,18.68558598351,,,14193.1684334511,7312.15400471142,176.383330927429,,1.55,23299023839.5644,887,65203276466.9763,3.17179049916005,85160,72410,46271724216.1672,39343582938.4733,18.1453726914237,6.84339519420279,99,144.15017538934,7.6,10.4429419766443,2.27602449452651,69.2189142103291,0.398983544082411,145.1703844,2.8,75.01705656,10553,,1921579735.11739,211.05785290896,2.31117625275217,543360,0.1,,0.2,,82.2339935302734,39.7908164397026,96.8353424072266,1.01679003238678,102.736320495605,,2590,24.5522669560732,,16.5,,2.67460478580703,Class 80.0-84.0
"Macao SAR, China - 2013 [YR2013]",3.746,,,,,,,,,90.6557309363456,,1.199,3774560563.63993,,51536304807.6803,10.7528539903738,67630,124040,40132803700.8346,73602607064.8819,14.0691068856727,,,30.7668207286655,,3.71934647920163,7.7326368387281,21.8836023306026,,290.246118,,85.56215384,6050,,48659083.0547161,19583.300330033,1.80391580287387,593374,,,,,90.119758605957,38.2599170833951,95.171028137207,0.980000019073486,92.3799667358398,,30.3,36.3881002285428,,,,1.80391580287387,Class 80.0-84.0
Madagascar - 2013 [YR2013],134.506,26.4930339799772,3.9933234421365,44.3,0.124225069169491,39.8,,,,23.2721660782858,2940581583.4,4.358,565848886.014277,125223.26,12423555269.3893,2.30037623213595,500,1440,11853484434.1926,34055255225.8808,16.512913250912,0.472787126119402,64,33.0954157128353,,17.9096138240405,5.45230244790305,41.7191366530202,0.677983715732386,35.87033159,67,79.64288329,485,499279998.779297,357754330.944225,40.5432674458577,2.67158913972617,23588073,,,0.2,,67.9618911743164,9.5351675801384,143.894454956055,,,63.3333333333333,587295,8.78559177309269,,12,2.27088263029513,4.61188256886727,Class 60.0-64.0
Malawi - 2013 [YR2013],135.996,28.673642187669,8.40644361833953,,0.060926284456412,,,,,,1566324822.3,4.778,451362406.595843,25357,5518880768.57955,5.19999999560505,400,1520,6451269752.8552,24397248867.0179,,11.5818246272465,88,,,14.7839454316711,27.3003965106751,73.4388034449811,1.14018531886553,33.01165645,64.5,92.97637877,-12899,1132550048.82813,34132322.30587,169.970036062792,2.80676296771096,16024775,,,10.2,,80.044189453125,14.6995206256973,146.914947509766,0.990920007228851,38.437328338623,78.8888888888889,118480,14.1290373017969,,40,3.14433276767541,3.77602766447333,Class 55.0-59.0
Malaysia - 2013 [YR2013],13.825,9.11336384538206,1.05998185117241,98.8,7.42206180381378,,,4420.46965822612,2913.80276634923,75.6290410302627,,2.089,11296279513.9209,192575.92,323277158906.979,4.69372252557893,10600,22190,319543900682.728,668794343781.363,25.9371066959614,48.4529630759536,95,67.0919504346102,5.8,39.8853736547897,0.17447448132144,134.320655832337,1.49929579850642,142.7087288,8.1,112.0804182,102150,-113309997.558594,1423370251.95251,91.7206117790291,1.58743980435977,30134807,0,,0.3,,102.855766296387,20.9471104854243,104.66015625,1.03311002254486,81.8722305297852,71.1111111111111,330396,15.310235280489,,9.5,,2.48962091382674,Class 75.0-79.0
Maldives - 2013 [YR2013],14.579,5.41343405241382,15.6666666666667,95.6,2.82460921123555,,60.6394937132208,,,,1030147340.8,2.123,360816336.210787,8.2,3295011381.75405,7.28107397899866,7060,13630,2827269979.82207,5462304304.18157,,,99,,,8.05840306592254,6.43035569811721,62.6401478134276,,156.0063185,11.3,93.07445223,6794,21700000.7629395,3304786.6807894,1335.76,3.3466404024458,400728,,,,,94.7153015136719,,98.9812316894531,,,68.8888888888889,300,,,12,4.17340141700675,4.4619130114564,Class 75.0-79.0
